"","","r","q"
0.626526026447572,1.0497169403667,99.6525733774256,0.307571995450131
0.495186889934873,1.04256318050028,38.3280131128634,0.0181289214632619
0.578123056455881,1.12129842944477,5.74000540234671,0.430801306838464
0.655631199664168,1.07442421033348,36.6121717341443,0.678078004712338
0.531709170349914,1.05539997020675,73.399469179098,0.0925598185561062
0.546477525255051,1.03644783829945,83.648936232027,0.0434833357532821
0.612312292583608,1.02263673240595,30.4193687554877,0.0185093457579836
0.621527940870789,1.03994600751892,100.610237660599,0.166591273645839
0.480837340430224,1.04220775453197,25.960456214527,0.0109106688762754
0.720049323144999,1.03960207176604,11.1523121617992,0.225449327292383
0.551324817546747,1.05090390529736,100.289801053638,0.120422028814287
0.593436146797981,1.07741400150647,60.6486880581689,0.434926955328975
0.628376798656238,1.04920442416361,98.1553588961369,0.304546825288482
0.570031208755867,1.04170781231457,115.564948761888,0.102613358314766
0.450838868316726,1.06608222188105,7.00036069351604,0.00839074930215221
0.570362052199342,1.04353809907074,117.983845894235,0.116351826326049
0.56722136357293,1.09342328846688,28.9762540889705,0.33804758675646
0.631874302916251,1.11795139661214,5.65970608247697,0.752881405030708
0.588786963190039,1.03684845154102,107.049733388671,0.0918471468052581
0.525197138764326,1.07828674017998,34.7039881623258,0.124346493757164
0.514575438134542,1.09656110888819,12.7140981757946,0.106983894674432
0.562108977920032,1.03325063035402,82.6841040235773,0.0427156422460053
0.527384769373767,1.10379893101532,10.8209767601919,0.153720050171154
0.543626794087626,1.04024278364212,90.3655479177504,0.0561259093886834
0.461175549472978,1.02698441469435,6.35719323859242,0.00107723763746952
0.527531654804187,1.08014257750838,33.6176269863773,0.134460347639731
0.634928987658157,1.06241614828693,71.838345585213,0.492533821456903
0.643723777053482,1.06088595742705,66.0256664151077,0.499179952295978
0.558757498680968,1.06409246173811,82.493291219249,0.207305912974753
0.695031387620834,1.05920812274747,22.3333390809879,0.559788079350033
0.547901238832898,1.04583820122018,99.9028370467169,0.0880736656766365
0.526019315041247,1.07621995927368,37.9396142816513,0.123963874383087
0.572663393029721,1.053524704236,112.344499105656,0.195200609093406
0.697431274474448,1.06227954419276,19.386791374523,0.60717852439688
0.575420585035611,1.04465783124887,121.14692382223,0.134854130979797
0.672831051135528,1.04878469969158,46.6139844692528,0.367494438055006
0.568216885931287,1.0283726281646,59.8605693660193,0.026038639212992
0.591266998935398,1.05850038111069,105.559798182363,0.297983514930372
0.605182891512114,1.04899395402908,117.64000027883,0.246996877596062
0.486721979600168,1.03840239206385,28.377350018535,0.0100700482568387
0.523881008631457,1.01749046511799,8.3838053084888,0.00149636457591899
0.544298049602845,1.05444717119531,88.3777824141334,0.119220841227432
0.628742113126194,1.06507977047068,72.1200900228429,0.501220900233661
0.491409731884461,1.05834344773177,30.2769357109125,0.032240213834386
0.487719182312395,1.06439072584375,23.7716896878033,0.0330909346191679
0.557986972458795,1.03600091486744,91.7813583737038,0.0523604348699457
0.515714631741149,1.03095755044258,38.62461713075,0.0115312536862638
0.662744564595136,1.04141620171235,56.7290590547536,0.232889227696922
0.604930773988007,1.05930797016341,99.9529200305359,0.356146246614525
0.668456371864365,1.0688129111702,33.9645850935861,0.651733499110224
0.558055729325873,1.04135079958673,106.432488485636,0.0812235752242099
0.560105144649108,1.07278711321725,64.4259321686226,0.247775404118084
0.534562587752719,1.10503894723617,11.2490786028879,0.183436579796026
0.60193029694071,1.07924168223356,55.4144303796312,0.489157762530321
0.622038503978668,1.04024720433332,100.770115718531,0.171111404614016
0.66654071842317,1.06177263762339,42.829787023035,0.560960328718936
0.617126475281231,1.04382423053892,109.975989112553,0.209581590902235
0.591318296132415,1.03868877907256,113.339026506799,0.111063568486704
0.474172799896307,1.03568387648957,17.9231790012368,0.00506178131421746
0.598587923259754,1.02388327094518,38.2103412563856,0.0199630442468375
0.602957295337405,1.06154835105719,95.725475774312,0.369563208524685
0.440372568902548,1.1000272489744,1.16881321556279,0.00735618977273251
0.52477638731796,1.0602368502563,59.4552383315671,0.0898618989243434
0.544368440102843,1.07129080374768,58.1365600028854,0.177584598509882
0.561226866810281,1.05368896432263,105.033983591112,0.1618801723266
0.656271253291484,1.03161974238504,43.6559026254915,0.0918820811391592
0.596287373335947,1.05897587364703,103.674677354251,0.320896951620714
0.4628448090311,1.0545068646303,13.9079780925841,0.0101369767965169
0.582072988454658,1.0549952994343,112.6341207026,0.236580952008904
0.588030496831956,1.10148753758711,20.1813025615087,0.476660348786569
0.639805747103108,1.04819275678491,85.8168538809777,0.31224949790833
0.667512692314494,1.05809162318548,45.5945007470832,0.510571364443212
0.612859303619688,1.08050443234609,49.8631361183162,0.552454538145867
0.521178564860564,1.07130652761953,41.1866145872848,0.102331594863902
0.614206508768111,1.12064087158625,5.55356443748847,0.658394232522287
0.583109631108612,1.03339203570347,90.9188342917603,0.0604897484385808
0.589455333360033,1.07359172014477,69.6149568958475,0.394396336925038
0.522241112203551,1.04276572296097,68.3555611736628,0.0402941016198555
0.701738546569006,1.03475697982082,17.2273932685057,0.144354121511001
0.569855116104933,1.06129930360783,94.9423296673917,0.235742742505111
0.660930722485899,1.07112755147078,36.9320002453087,0.660158700134972
0.580003023718597,1.02804192118633,60.6714734700762,0.0298689773843078
0.597993053485362,1.04197783911279,119.511617427601,0.153755234267287
0.500576926058967,1.06258748042699,34.4362452749498,0.0481745835250516
0.65071454892847,1.03241296616378,50.7108119058747,0.0983466919424569
0.547976259409611,1.02904823555075,54.0138300407369,0.0195883182356903
0.479706405415611,1.04855112891766,25.3984642578679,0.0150181789944424
0.515527015096512,1.04594633251575,61.2195681737349,0.0407138049636927
0.513636133578001,1.03807917243271,53.0540762509143,0.0225489471107865
0.525199043037127,1.09522139835311,16.5318649529141,0.140998798301526
0.597389352109747,1.05076347033495,118.931932310846,0.245322801682423
0.553494984820685,1.03886269396684,97.1768898140871,0.0617120441967021
0.710758045758873,1.03833409803808,14.8349813269095,0.202198967224669
0.58164181906933,1.05742433882098,107.511407660815,0.253988582328803
0.581340207085825,1.04777321740707,122.635625064855,0.174106142167994
0.613892399508762,1.06043067708915,92.5547198981579,0.400031041591694
0.591606864486278,1.04915353844969,122.032205326293,0.213250036390092
0.515125287843763,1.03986459792481,57.2220202837824,0.0271235581564468
0.645422644598938,1.09667526615776,16.7465686769689,0.773816632093091
0.54581062100991,1.03506709726985,78.2837042264079,0.0375858069148827
0.588480449037487,1.02015651294139,22.8736463984594,0.00893119961010551
0.555670612333039,1.03085643799158,67.2341343764437,0.0287673879685737
0.647046009982562,1.05065928436005,75.4203087356117,0.362766472528145
0.633171591132493,1.06794973498715,63.2122565037276,0.545667178701989
0.618502263732982,1.08853064212422,34.1128210327283,0.619574988571834
0.499726795365973,1.0388158053009,39.9738051642043,0.015903239639767
